Internship_ID,Company_Name,,Sector,Area_Field,Internship_Title,Internship_State,Internship_District,Benefits,,Mode,Duration_Months,Stipend_Amount,Required_Skills,Application_Deadline,Company_Description,,,Stipend_Type,Requirement_Contact,Eligibility_Education,Eligibility_Experience,Eligibility_Description,Hiring_Workflow
PMIS-2025-00315,TeleLink Pvt Ltd,,Telecom,Pharma Research,Field Intern,Punjab,Ludhiana,Remote Work,,Hybrid,12,5000,Electrical Maintenance; Data Analysis; Chemistry; Excel,21-10-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9320261592,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00316,HealthCare First,,Healthcare,Data Science,Data Analyst Intern,Maharashtra,Nagpur,Stipend,,Hybrid,3,8000,Electrical Maintenance; Communication; Research Skills,07-10-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9976152067,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00317,InfraBuild India,,Infrastructure & Construction,Cyber Security,IT Security Intern,Gujarat,Ahmedabad,"Stipend, Meals",,Hybrid,3,3000,Editing; Agriculture Basics; Writing; Electrical Maintenance,05-10-2025,Infrastructure and construction solutions across India.,,,Paid,-9256901910,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00318,AeroDefence Systems,,Aviation & Defence,Finance & Accounting,Field Intern,Uttar Pradesh,Varanasi,Remote Work,,On-site,3,0,Networking; Data Analysis,14-10-2025,Defence and aviation systems with cutting-edge technology.,,,Unpaid,-9946618668,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00319,PharmaLife Pvt Ltd,,Pharmaceutical,Data Science,Field Intern,Uttar Pradesh,Varanasi,Transport Allowance,,On-site,12,0,Chemistry; Sales Skills; Communication,07-10-2025,Research-driven pharmaceutical and life sciences company.,,,Unpaid,-9566248579,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00320,TravelEase Pvt Ltd,,Travel & Hospitality,Information Technology,Sales Intern,Delhi,New Delhi,Stipend,,Hybrid,3,10000,Agriculture Basics; Networking; Data Analysis,12-11-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9915965662,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00321,HealthCare First,,Healthcare,Pharma Research,Maintenance Electrical Intern,Maharashtra,Pune,Subsidized Meals,,On-site,3,5000,Electrical Maintenance; Editing; Chemistry,08-11-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9747694907,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00322,EduMedia Creatives,,"Media, Entertainment & Education",Consulting,Field Intern,Maharashtra,Pune,Stipend,,Hybrid,3,8000,Excel; Python; Chemistry,29-10-2025,Content and media company focusing on education and entertainment.,,,Paid,-9360709052,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00323,ChemEx Pvt Ltd,,Chemical,Data Science,Maintenance Electrical Intern,Maharashtra,Pune,"Stipend, Meals",,Remote,12,8000,Chemistry; Excel,30-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9523402611,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00324,ChemEx Pvt Ltd,,Chemical,Cyber Security,IT Security Intern,Punjab,Amritsar,Stipend,,Hybrid,3,5000,Communication; Electrical Maintenance; Agriculture Basics,10-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9122662919,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00325,Green Energy Corp,,"Oil, Gas & Energy",Maintenance,Content Intern,Maharashtra,Pune,Stipend,,On-site,3,3000,Research Skills; Data Analysis,19-10-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9184243936,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00326,AeroDefence Systems,,Aviation & Defence,Information Technology,Marketing Intern,Gujarat,Bharuch,Subsidized Meals,,On-site,12,10000,Research Skills; Python; Writing,13-10-2025,Defence and aviation systems with cutting-edge technology.,,,Paid,-9261875606,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00327,HealthCare First,,Healthcare,Finance & Accounting,Data Analyst Intern,Uttar Pradesh,Gautam Buddha Nagar,Stipend,,Remote,6,8000,Python; Editing; Chemistry,23-10-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9920804739,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00328,InfraBuild India,,Infrastructure & Construction,Consulting,Marketing Intern,West Bengal,Darjeeling,"Stipend, Meals",,On-site,3,8000,Communication; Research Skills,12-11-2025,Infrastructure and construction solutions across India.,,,Paid,-9429321385,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00329,BankTrust Financial Services,,Banking & Financial Services,Renewable Energy R&D,Sales Intern,Gujarat,Bharuch,Remote Work,,Hybrid,12,8000,Electrical Maintenance; Agriculture Basics; Writing,04-11-2025,Trusted name in banking and financial consulting.,,,Paid,-9434769363,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00330,TravelEase Pvt Ltd,,Travel & Hospitality,Data Science,Sales Intern,Tamil Nadu,Chennai,"Transport Allowance, Subsidized Meals",,Hybrid,12,5000,Writing; Python; Agriculture Basics; Electrical Maintenance,02-11-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9681416950,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00331,Green Energy Corp,,"Oil, Gas & Energy",Consulting,Research Intern,Karnataka,Mysuru,"Stipend, Meals",,On-site,12,0,Editing; Chemistry; Data Analysis; Writing,08-11-2025,Innovative company in renewable and sustainable energy.,,,Unpaid,-9631838309,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00332,ChemEx Pvt Ltd,,Chemical,Marketing,IT Security Intern,Tamil Nadu,Coimbatore,Stipend,,On-site,12,3000,Chemistry; Networking,16-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9886108905,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00333,TeleLink Pvt Ltd,,Telecom,Marketing,Finance Intern,Uttar Pradesh,Gautam Buddha Nagar,Transport Allowance,,Remote,12,3000,Communication; Research Skills; Networking,22-10-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9317839802,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00334,ConsultPro India,,Consulting Services,Renewable Energy R&D,Data Analyst Intern,Karnataka,Mysuru,Subsidized Meals,,On-site,12,0,Networking; Writing; Research Skills,16-10-2025,Consulting firm offering business and strategy services.,,,Unpaid,-9345107602,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00335,EduMedia Creatives,,"Media, Entertainment & Education",Pharma Research,Sales Intern,West Bengal,Darjeeling,Transport Allowance,,On-site,12,8000,Agriculture Basics; Research Skills; Excel; Data Analysis,28-10-2025,Content and media company focusing on education and entertainment.,,,Paid,-9214925814,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00336,InfoTech Solutions Pvt Ltd,,IT & Software Development,Content Creation,Data Analyst Intern,Karnataka,Bengaluru,"Stipend, Meals",,Remote,3,3000,Chemistry; Data Analysis,29-10-2025,Leading IT services and cybersecurity solutions provider.,,,Paid,-9737197652,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00337,AutoMotion Ltd,,Automotive,Content Creation,Marketing Intern,Uttar Pradesh,Gautam Buddha Nagar,Subsidized Meals,,Hybrid,12,3000,Writing; Chemistry; Python; Sales Skills,18-11-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9741082515,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00338,RetailMart Ltd,,Retail & Consumer Durables,Renewable Energy R&D,Marketing Intern,Maharashtra,Nagpur,Transport Allowance,,Hybrid,12,0,Python; Writing; Research Skills; Chemistry,13-10-2025,Retail and consumer durables with nationwide presence.,,,Unpaid,-9483040228,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00339,RetailMart Ltd,,Retail & Consumer Durables,Information Technology,Data Analyst Intern,Karnataka,Mysuru,Transport Allowance,,On-site,12,0,Communication; Editing; Networking; Electrical Maintenance,31-10-2025,Retail and consumer durables with nationwide presence.,,,Unpaid,-9360453350,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00340,EduMedia Creatives,,"Media, Entertainment & Education",Finance & Accounting,Consulting Intern,Punjab,Amritsar,Remote Work,,On-site,6,0,Python; Chemistry; Data Analysis; Editing,04-11-2025,Content and media company focusing on education and entertainment.,,,Unpaid,-9690707929,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
